Topology::Stator::Outer diameter (mm);Topology::Stator::Inner diameter (mm);Topology::Stator::Length (mm);Topology::Rotor::Outer diameter (mm);Topology::Rotor::Inner diameter (mm);Magnet::TM (mm);Magnet::R (mm);Slot::HS (mm);Slot::WT (mm);Slot::R (mm);Winding::Coil - Conductor::No. turns per coil (1);Winding::Coil - Conductor::No. wires in hand (1);Topology::Airgap::Length (mm);Winding::Coil - Conductor::Conductor diameter (mm);Winding::Fill factors::Gross (%);Winding::Fill factors::Net (%);Masses::Total (kg);Inputs::Max. line current, rms (A);Inputs::Max. Line-Line voltage, rms (V);Base speed::Mechanical torque (N.m);Base speed::Speed (rpm);Base speed::Electrical frequency (Hz);Base speed::Mechanical power (W);Base speed::Machine electrical power (W);Base speed::Machine total losses (W);Base speed::Machine efficiency (%);Base speed::Control angle (deg);Base speed::Phase angle (deg);Base speed::Line current, rms (A);Base speed::Line-Line voltage, rms (V);Maximum speed::Mechanical torque (N.m);Maximum speed::Speed (rpm);Maximum speed::Electrical frequency (Hz);Maximum speed::Mechanical power (W);Maximum speed::Machine electrical power (W);Maximum speed::Machine total losses (W);Maximum speed::Machine efficiency (%);Maximum speed::Control angle (deg);Maximum speed::Phase angle (deg);Maximum speed::Line current, rms (A);Maximum speed::Line-Line voltage, rms (V);User work. pt.::Electrical frequency (Hz);User work. pt.::Mechanical power (W);User work. pt.::Machine electrical power (W);User work. pt.::Machine total losses (W);User work. pt.::Machine efficiency (%);User work. pt.::Control angle (deg);User work. pt.::Phase angle (deg);User work. pt.::Line current, rms (A);User work. pt.::Line-Line voltage, rms (V);Goal 1;Goal 2
238;47.195621;27.137339;18.196295;26.137339;12.185909;3.0989525;12.293931;6.2340192;3.1714039;19.802689;9;5;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
239;53.732808;28.706852;25.111977;27.706852;13.995874;2.7545103;13.164799;8.6057522;2.2435798;22.959178;18;4;0.5000000;1.2810124;53.741633;60.638593;0.5863281;10.070394;19.798990;0.7648286;3402.8068;283.56724;272.53988;324.82067;52.280794;83.904721;19.689974;19.888286;10.071287;19.799610;0.0750852;4047.4425;337.28687;31.824668;38.290695;6.4660266;83.113321;2.7446951;2.6012777;1.1275444;19.798080;330.00000;45.595227;52.610906;7.0156792;86.664972;5.1541200;2.1331235;1.5598262;19.491240;86.664972;0.5863281
240;56.575182;36.482571;34.620440;35.482571;19.793341;2.6328194;17.083081;5.6540263;2.0494443;23.895312;5;6;0.5000000;1.5911023;36.654292;43.243494;0.7729561;15.105592;19.798990;0.4506366;9158.2820;763.19017;432.18444;514.83821;82.653772;83.945681;7.4925515;6.2880351;15.105526;19.799067;0.0427198;9493.9590;791.16325;42.472196;103.45217;60.979976;41.054910;1.4535563;0.9785423;3.0189125;19.798898;330.00000;45.617514;61.794866;16.177352;73.820881;1.9130639;1.4638658;4.1915491;8.4567378;73.820881;0.7729561
241;46.289200;27.631381;19.596810;26.631381;12.067235;3.3347331;12.482007;5.4274127;2.8894307;19.243103;10;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
242;45.117077;28.004177;10.162651;27.004177;12.469161;3.2669110;12.685361;5.0158723;2.6775162;19.017961;8;3;0.5000000;1.1432198;45.147003;53.018034;0.2324267;7.5527958;19.798990;0.1093784;19382.907;1615.2423;222.01345;255.94122;33.927770;86.743921;5.3099562;8.8129811;7.5527159;19.799183;0.1093774;10000.000;833.33333;114.53971;132.36077;17.821063;86.535994;5.3665577;7.9318842;7.2712180;10.611411;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2324267
243;45.127283;28.021401;10.154086;27.021401;12.091261;3.4620126;12.645197;5.0335488;3.1114298;19.044249;10;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
244;51.925917;22.023478;36.812327;21.023478;8.5219529;3.1045512;9.7356010;9.8095476;2.4641821;20.821286;8;9;0.5000000;1.9173307;56.151315;63.358452;0.7452209;22.658387;19.798990;0.9067518;5950.1712;495.84760;564.99748;633.81117;68.813688;89.142872;13.071340;35.340980;22.660546;19.799848;0.0909071;7558.4065;629.86721;71.954253;83.484162;11.529909;86.189106;0.0073172;6.0917115;2.4446540;19.797758;330.00000;45.617106;50.574473;4.9573678;90.197885;0.1142463;6.7879359;2.7898834;10.489988;90.197885;0.7452209
245;52.736713;34.260359;16.449850;33.260359;19.111462;2.1801118;16.085152;5.6316777;3.9819177;22.761857;16;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
246;45.051737;26.857297;10.001446;25.857297;11.215403;3.4841905;12.057601;5.2844215;2.4538432;18.713070;13;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
247;47.480319;28.808109;13.437107;27.808109;12.761880;3.4076703;13.052137;5.4938555;3.2663827;19.897910;10;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
248;45.046077;26.497217;10.009618;25.497217;11.016013;3.4552853;11.884787;5.7389810;2.9933856;18.987589;8;3;0.5000000;1.1432198;39.563173;46.610686;0.2274444;7.5527958;19.798990;0.1037889;20274.959;1689.5799;220.36340;252.52269;32.159294;87.264790;1.7672656;12.846897;7.5527166;19.799183;0.1037883;10000.000;833.33333;108.68682;125.47513;16.788307;86.620211;2.0335840;11.575204;7.2752214;10.164075;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2274444
249;58.485279;27.946363;32.235207;26.946363;14.488264;2.2367117;12.914004;11.702339;3.3963948;25.675520;23;4;0.5000000;1.2810124;50.012167;56.290027;0.8091893;10.070394;19.798990;1.3787979;1525.4769;127.12307;220.25960;292.50119;72.241594;75.302120;14.970900;32.082230;10.077655;19.781862;0.1396321;2187.6496;182.30413;31.988330;35.482260;3.4939305;90.153021;0.0000000;6.2423863;1.0402609;19.797859;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.8091893
250;50.042561;21.716636;16.369782;20.716636;8.3394143;3.0862343;9.5867595;9.5844271;4.5788093;20.442745;5;5;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
251;56.256197;27.837107;31.864761;26.837107;14.867361;2.0081435;12.916518;5.3710245;3.2082223;19.289578;8;3;0.5000000;1.1432198;43.208121;50.749199;0.7211790;7.5527958;19.798990;0.3688561;5930.7179;494.22649;229.08302;253.43719;24.354171;90.390451;1.6183901;11.934542;7.5528866;19.801057;0.0368623;6489.1932;540.76610;25.049680;31.452554;6.4028739;79.642754;0.3404709;1.4493782;0.9176702;19.798624;330.00000;45.615975;50.382342;4.7663672;90.539608;0.6542931;3.7678046;2.3369706;12.446003;90.539608;0.7211790
252;58.242085;30.616583;38.567206;29.616583;14.236739;3.3161245;13.979260;9.7955181;3.9146774;25.103809;24;3;0.5000000;1.1432198;50.396751;56.976153;0.9191065;7.5527958;19.798990;1.5466594;1073.4134;89.451116;173.85626;236.15281;62.296555;73.620236;5.0365046;24.267666;7.5450986;19.822253;0.1529725;1531.0206;127.58505;24.525792;27.074678;2.5488862;90.585719;0.6996398;3.4149288;0.7905345;19.798856;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.9191065
253;56.932990;26.911896;38.783355;25.911896;13.170922;2.5259303;12.324465;9.2864708;4.2887776;22.742419;11;5;0.5000000;1.4332604;50.990648;58.065419;0.8892185;12.587993;19.798990;1.0166096;3126.1456;260.51213;332.80668;384.43259;51.625901;86.570883;2.8279832;27.098828;12.590893;19.802240;0.0981362;3958.8736;329.90613;40.684532;45.479918;4.7953866;89.456035;0.6014751;3.2140992;1.3286250;19.798934;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.8892185
254;57.701372;27.990705;21.901376;26.990705;13.990841;2.5012596;12.870037;7.4800102;3.7545705;21.475363;17;3;0.5000000;1.1432198;58.355742;66.256700;0.5932342;7.5527958;19.798990;0.5586844;3475.9501;289.66250;203.36148;237.83625;34.474771;85.504829;2.9590757;23.341321;7.5575151;19.788948;0.0572178;4313.5927;359.46606;25.846329;28.852977;3.0066475;89.579420;0.5175455;2.9673028;0.8427010;19.798171;330.00000;45.615989;49.480264;3.8642749;92.190270;0.8113885;5.4902087;1.5457721;18.488419;92.190270;0.5932342
255;54.908619;26.997043;16.725469;25.997043;13.925297;2.1791526;12.453733;7.1846760;3.1096014;20.683198;8;4;0.5000000;1.2810124;36.915647;43.104400;0.4220422;10.070394;19.798990;0.2456633;11649.365;970.78045;299.68929;329.86204;30.172749;90.852919;2.4336048;17.239552;10.071360;19.799229;0.2456376;10000.000;833.33333;257.23107;284.67220;27.441125;90.360448;2.6960680;16.795439;10.031784;17.113536;330.00000;45.615984;51.369108;5.7531233;88.800422;1.2605271;7.6545306;4.5210753;6.6129261;88.800422;0.4220422
256;46.856308;26.113671;16.006675;25.113671;11.211526;3.2205483;11.751698;6.6316279;2.9358700;19.688463;10;5;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
257;50.092365;30.405153;10.970098;29.405153;13.886636;3.4156653;13.848660;6.2112629;3.2455115;21.413840;16;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
258;45.000843;26.147535;10.033562;25.147535;11.931833;2.8724889;11.855645;5.8143772;3.4905011;18.888145;6;3;0.5000000;1.1432198;31.720764;38.259384;0.2199189;7.5527958;19.798990;0.0747868;27826.180;2318.8484;217.92511;254.75208;36.826966;85.543998;0.9993560;10.398842;7.5526180;19.799416;0.0747867;10000.000;833.33333;78.316488;90.965881;12.649393;86.094354;1.2825056;8.9049985;7.0765234;7.5119842;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2199189
259;53.697488;28.696328;18.028691;27.696328;14.446277;2.5255498;13.216776;8.4802568;3.0530206;22.828421;14;5;0.5000000;1.4332604;58.530619;65.968415;0.4808394;12.587993;19.798990;0.6147883;5278.4878;439.87399;339.83158;386.53053;46.698949;87.918432;11.474008;26.432091;12.588239;19.799354;0.0584007;6304.6173;525.38477;38.557220;45.771534;7.2143147;84.238425;0.5138991;4.0641096;1.3369298;19.798734;330.00000;45.617175;50.402552;4.7853774;90.505684;1.2947088;6.4655513;2.2956697;12.700335;90.505684;0.4808394
260;55.888165;22.633889;24.721258;21.633889;9.3959153;2.8855740;10.095551;11.392926;2.5943521;22.709870;18;4;0.5000000;1.2810124;44.142119;50.111655;0.5927591;10.070394;19.798990;0.6325654;3552.0763;296.00636;235.29697;285.49151;50.194537;82.418203;12.935626;34.237942;10.071351;19.799888;0.0637869;4797.3464;399.77887;32.045066;36.610175;4.5651092;87.530491;0.0099585;6.1491321;1.0718884;19.798411;330.00000;45.617850;50.264453;4.6466024;90.755689;0.4852006;9.4367658;1.7532278;16.703985;90.755689;0.5927591
261;47.108948;24.948234;15.859290;23.948234;10.445662;3.1872527;11.177304;7.2252794;3.3707517;19.699396;16;3;0.5000000;1.1432198;61.891160;70.279673;0.3498706;7.5527958;19.798990;0.3274088;5970.8889;497.57408;204.71890;234.34130;29.622401;87.359291;2.4883782;25.243818;7.5542013;19.801279;0.0314771;7338.1732;611.51443;24.188611;28.499972;4.3113610;84.872403;0.6141514;2.9850581;0.8324031;19.798262;330.00000;45.615980;50.367433;4.7514532;90.566418;1.0707007;9.4845033;2.5795348;11.395114;90.566418;0.3498706
262;45.280039;26.793631;10.096662;25.793631;11.392886;3.3727111;12.053638;5.6076627;3.5453777;19.004478;6;3;0.5000000;1.1432198;33.005569;39.732225;0.2235922;7.5527958;19.798990;0.0778438;26812.397;2234.3664;218.56876;255.12585;36.557093;85.670957;0.9625395;9.9632924;7.5534285;19.799305;0.0778342;10000.000;833.33333;81.507835;94.484566;12.976731;86.265767;1.2013348;8.6060225;7.0937982;7.7773125;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2235922
263;45.546182;26.656938;24.458526;25.656938;11.542577;3.2490465;12.016207;5.8742537;3.2562468;19.202723;10;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
264;52.537850;29.349052;39.713231;28.349052;13.957622;3.0029931;13.423778;7.8363125;3.4062828;22.510838;10;3;0.5000000;1.1432198;28.980171;34.263144;0.7144212;7.5527958;19.798990;0.6211945;3386.2064;282.18386;220.27723;252.31988;32.042648;87.300784;2.0683121;13.075192;7.5453693;19.820709;0.0603841;3828.5038;319.04198;24.209191;31.062852;6.8536611;77.936150;0.5743082;1.4403555;0.9063099;19.798541;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.7144212
265;50.080355;22.739579;10.128592;21.739579;10.494807;2.3738749;10.276321;5.4344677;2.3936735;16.804257;6;5;0.5000000;1.4332604;57.147398;65.878095;0.2802217;12.587993;19.798990;0.1082872;32159.896;2679.9913;364.68722;407.16081;42.473588;89.568351;2.2959878;19.421941;12.589137;19.799484;0.1082753;10000.000;833.33333;113.38567;130.65614;17.270469;86.781739;2.8221947;16.869808;12.046301;6.5435202;330.00000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.2802217
266;59.569992;41.449266;10.016449;40.449266;23.390318;2.6081501;19.572595;5.3784226;4.9135381;26.103055;5;8;0.5000000;1.7525822;58.844210;67.424731;0.3857810;20.140789;19.798990;0.3038199;18989.079;1582.4233;604.15549;668.17390;64.018417;90.418899;2.6280261;14.667396;20.140637;19.799097;0.3038198;10000.000;833.33333;318.15939;353.87283;35.713439;89.907833;2.8107003;13.679315;19.636627;10.708085;330.00000;45.616018;51.393416;5.7773985;88.758485;1.0904159;5.0906283;7.2264759;4.1191794;88.758485;0.3857810
267;59.852942;41.235095;10.016780;40.235095;21.867844;3.2928978;19.294323;5.6079153;4.9771253;26.225463;12;3;0.5000000;1.1432198;49.884050;57.590742;0.3679632;7.5527958;19.798990;0.2838069;7608.5071;634.04226;226.12629;253.06350;26.937205;89.355555;2.1772527;12.296899;7.5527723;19.799015;0.0276590;8340.0464;695.00386;24.156489;33.353394;9.1969053;72.425879;0.7557236;1.2451917;0.9730461;19.798507;330.00000;45.616011;51.272697;5.6566855;88.967451;1.0655163;4.8367310;2.9915744;9.9247265;88.967451;0.3679632
268;51.541826;28.897319;10.173184;27.897319;12.887196;3.3768729;13.104441;7.3603963;3.4406870;21.809056;16;3;0.5000000;1.1432198;52.126093;59.435794;0.3057043;7.5527958;19.798990;0.2508393;8048.0593;670.67161;211.40508;239.61294;28.207855;88.227741;3.2284200;22.313520;7.5527791;19.799027;0.0244768;9498.2128;791.51773;24.345862;30.802488;6.4566263;79.038621;0.7704919;2.6843810;0.8994160;19.797688;330.00000;45.615981;51.701369;6.0853880;88.229735;1.5679569;10.267250;3.3347596;9.0863375;88.229735;0.3057043
269;51.408659;22.338657;38.459828;21.338657;8.7525010;3.1018413;9.8938682;9.2941318;4.8732191;20.463460;8;4;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
270;56.524936;22.758331;28.786625;21.758331;10.678870;2.2885405;10.307030;13.091293;4.5395913;24.470459;9;9;0.5000000;1.9173307;54.024176;61.115268;0.7249960;22.658387;19.798990;0.8823485;4852.9129;404.40941;448.40583;516.65917;68.253343;86.789484;4.9256391;48.337187;22.660614;19.800280;0.0881450;8115.4463;676.28719;74.909848;84.186181;9.2763327;88.981169;1.1230531;7.3307251;2.4750402;19.795691;330.00000;45.616079;49.676388;4.0603094;91.826480;1.0262413;8.8872483;2.9414040;9.8194838;91.826480;0.7249960
271;59.328302;21.264451;22.782171;20.264451;10.177951;2.0054715;9.6308578;14.812468;4.4921411;25.444694;30;3;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR;EXPRESSION_ERROR
